#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
1722400      3.28e-02    3.43e-02      5.21e-04    6.29e-04      2.94e-02    3.07e-02    2.0e-07
1722500      3.51e-02    6.24e-02      7.12e-04    1.91e-03      3.11e-02    5.40e-02    2.0e-07
1722600      3.33e-02    3.49e-02      8.55e-04    6.73e-04      2.92e-02    3.12e-02    2.0e-07
1722700      3.80e-02    3.52e-02      2.43e-04    9.86e-04      3.46e-02    3.07e-02    2.0e-07
1722800      3.32e-02    3.24e-02      6.86e-04    7.75e-04      2.95e-02    2.87e-02    2.0e-07
1722900      3.44e-02    3.52e-02      3.65e-04    8.46e-04      3.11e-02    3.12e-02    2.0e-07
1723000      3.63e-02    3.73e-02      7.58e-04    7.92e-04      3.24e-02    3.32e-02    2.0e-07
1723100      3.35e-02    3.23e-02      3.11e-04    6.87e-04      3.02e-02    2.88e-02    2.0e-07
1723200      3.17e-02    6.82e-02      6.93e-04    1.46e-03      2.79e-02    6.06e-02    2.0e-07
1723300      3.11e-02    3.39e-02      3.03e-04    6.68e-04      2.82e-02    3.03e-02    2.0e-07
1723400      3.49e-02    3.58e-02      7.60e-04    3.90e-04      3.11e-02    3.25e-02    2.0e-07
1723500      3.11e-02    3.29e-02      3.60e-04    5.46e-04      2.81e-02    2.96e-02    2.0e-07
1723600      3.19e-02    3.44e-02      3.40e-04    7.15e-04      2.89e-02    3.07e-02    2.0e-07
1723700      3.40e-02    3.55e-02      6.86e-04    4.96e-04      3.03e-02    3.21e-02    2.0e-07
1723800      3.56e-02    3.25e-02      4.79e-04    6.11e-04      3.21e-02    2.91e-02    2.0e-07
1723900      3.15e-02    3.38e-02      2.03e-04    5.85e-04      2.87e-02    3.04e-02    2.0e-07
1724000      3.70e-02    3.48e-02      1.14e-03    1.43e-03      3.19e-02    2.88e-02    2.0e-07
1724100      3.75e-02    3.55e-02      7.13e-04    8.44e-04      3.35e-02    3.14e-02    2.0e-07
1724200      3.40e-02    3.14e-02      4.96e-04    5.87e-04      3.06e-02    2.81e-02    2.0e-07
1724300      3.53e-02    3.53e-02      8.66e-04    8.41e-04      3.10e-02    3.12e-02    2.0e-07
1724400      4.83e-02    3.23e-02      1.42e-03    4.76e-04      4.19e-02    2.92e-02    2.0e-07
1724500      4.88e-02    3.64e-02      1.05e-03    9.68e-04      4.31e-02    3.19e-02    2.0e-07
1724600      3.37e-02    8.17e-02      8.48e-04    1.03e-03      2.95e-02    7.39e-02    2.0e-07
1724700      3.17e-02    3.46e-02      3.72e-04    8.84e-04      2.86e-02    3.04e-02    2.0e-07
1724800      3.03e-02    3.55e-02      1.79e-04    9.07e-04      2.76e-02    3.13e-02    2.0e-07
1724900      3.58e-02    3.47e-02      5.39e-04    7.16e-04      3.20e-02    3.10e-02    2.0e-07
1725000      3.08e-02    3.36e-02      4.79e-04    6.59e-04      2.77e-02    3.01e-02    2.0e-07
1725100      3.45e-02    3.21e-02      5.92e-04    7.46e-04      3.08e-02    2.85e-02    2.0e-07
1725200      3.32e-02    3.64e-02      7.30e-04    4.50e-04      2.95e-02    3.30e-02    2.0e-07
1725300      3.42e-02    3.48e-02      5.72e-04    5.68e-04      3.06e-02    3.13e-02    2.0e-07
1725400      3.18e-02    3.30e-02      2.77e-04    6.13e-04      2.89e-02    2.96e-02    2.0e-07
1725500      2.89e-02    3.26e-02      4.83e-04    4.74e-04      2.58e-02    2.95e-02    2.0e-07
1725600      3.56e-02    3.44e-02      8.79e-04    7.18e-04      3.12e-02    3.08e-02    2.0e-07
1725700      5.95e-02    2.93e-02      1.72e-03    5.75e-04      5.17e-02    2.63e-02    2.0e-07
1725800      3.20e-02    3.57e-02      5.05e-04    9.02e-04      2.86e-02    3.16e-02    2.0e-07
1725900      3.61e-02    3.45e-02      3.21e-04    6.12e-04      3.29e-02    3.10e-02    2.0e-07
1726000      3.14e-02    3.54e-02      4.58e-04    6.87e-04      2.82e-02    3.17e-02    2.0e-07
1726100      3.07e-02    3.21e-02      3.32e-04    5.38e-04      2.79e-02    2.89e-02    2.0e-07
1726200      3.32e-02    3.32e-02      2.27e-04    7.83e-04      3.03e-02    2.95e-02    2.0e-07
1726300      3.04e-02    3.53e-02      4.20e-04    7.10e-04      2.74e-02    3.16e-02    2.0e-07
1726400      3.51e-02    3.35e-02      3.51e-04    7.89e-04      3.18e-02    2.97e-02    2.0e-07
1726500      3.33e-02    3.13e-02      5.11e-04    5.64e-04      3.00e-02    2.81e-02    2.0e-07
1726600      3.57e-02    5.39e-02      9.62e-04    8.74e-04      3.08e-02    4.87e-02    2.0e-07
1726700      3.59e-02    3.42e-02      2.92e-04    8.06e-04      3.26e-02    3.04e-02    2.0e-07
1726800      2.97e-02    3.56e-02      1.15e-04    8.71e-04      2.71e-02    3.15e-02    2.0e-07
1726900      3.01e-02    2.95e-02      4.52e-04    5.83e-04      2.71e-02    2.65e-02    2.0e-07
1727000      3.29e-02    3.63e-02      4.30e-04    6.94e-04      2.98e-02    3.25e-02    2.0e-07
1727100      3.25e-02    3.46e-02      4.90e-04    5.47e-04      2.93e-02    3.13e-02    2.0e-07
1727200      3.56e-02    3.51e-02      5.31e-04    8.23e-04      3.22e-02    3.12e-02    2.0e-07
1727300      3.14e-02    3.54e-02      5.02e-04    6.92e-04      2.82e-02    3.17e-02    2.0e-07
1727400      2.96e-02    3.38e-02      7.71e-05    5.32e-04      2.70e-02    3.05e-02    2.0e-07
1727500      3.10e-02    3.31e-02      4.58e-04    4.65e-04      2.79e-02    3.00e-02    2.0e-07
1727600      3.59e-02    3.27e-02      9.05e-04    6.01e-04      3.14e-02    2.94e-02    2.0e-07
1727700      3.24e-02    3.29e-02      5.35e-04    4.48e-04      2.90e-02    2.98e-02    2.0e-07
1727800      3.52e-02    3.59e-02      2.19e-04    9.68e-04      3.21e-02    3.15e-02    2.0e-07
1727900      6.96e-02    3.60e-02      2.79e-04    8.19e-04      6.36e-02    3.20e-02    2.0e-07
1728000      3.85e-02    3.09e-02      7.46e-04    4.08e-04      3.44e-02    2.80e-02    2.0e-07
1728100      4.16e-02    3.66e-02      1.23e-03    9.98e-04      3.58e-02    3.21e-02    2.0e-07
1728200      3.30e-02    3.41e-02      9.39e-04    8.69e-04      2.87e-02    3.01e-02    2.0e-07
1728300      3.16e-02    3.45e-02      1.99e-04    6.21e-04      2.88e-02    3.10e-02    2.0e-07
1728400      3.89e-02    3.40e-02      5.02e-04    7.75e-04      3.53e-02    3.02e-02    2.0e-07
1728500      3.58e-02    3.25e-02      4.58e-04    8.18e-04      3.24e-02    2.87e-02    2.0e-07
1728600      3.15e-02    3.60e-02      3.01e-04    7.22e-04      2.86e-02    3.22e-02    2.0e-07
1728700      3.46e-02    3.03e-02      5.77e-04    6.58e-04      3.10e-02    2.70e-02    2.0e-07
1728800      3.42e-02    3.48e-02      3.49e-04    5.60e-04      3.11e-02    3.14e-02    2.0e-07
1728900      4.35e-02    3.60e-02      5.62e-04    6.85e-04      3.94e-02    3.23e-02    2.0e-07
1729000      3.42e-02    3.20e-02      3.69e-04    6.67e-04      3.10e-02    2.86e-02    2.0e-07
1729100      3.63e-02    3.40e-02      6.96e-04    8.10e-04      3.21e-02    3.02e-02    2.0e-07
1729200      2.75e-02    3.33e-02      4.13e-04    7.80e-04      2.47e-02    2.95e-02    2.0e-07
1729300      3.15e-02    3.38e-02      4.66e-04    8.25e-04      2.83e-02    3.00e-02    2.0e-07
1729400      3.46e-02    3.46e-02      6.29e-04    4.57e-04      3.08e-02    3.13e-02    2.0e-07
1729500      3.44e-02    3.73e-02      7.96e-04    8.63e-04      3.01e-02    3.31e-02    2.0e-07
1729600      4.12e-02    3.49e-02      1.16e-03    6.52e-04      3.56e-02    3.13e-02    2.0e-07
1729700      3.53e-02    3.46e-02      9.26e-04    7.90e-04      3.04e-02    3.07e-02    2.0e-07
1729800      3.40e-02    3.38e-02      5.56e-04    4.88e-04      3.04e-02    3.06e-02    2.0e-07
1729900      3.25e-02    3.59e-02      1.60e-04    8.32e-04      2.96e-02    3.19e-02    2.0e-07
1730000      3.15e-02    3.20e-02      5.98e-04    5.13e-04      2.83e-02    2.89e-02    1.9e-07
1730100      3.79e-02    3.56e-02      1.05e-03    7.19e-04      3.31e-02    3.19e-02    1.9e-07
1730200      3.33e-02    3.33e-02      9.92e-04    7.39e-04      2.89e-02    2.97e-02    1.9e-07
1730300      3.37e-02    3.45e-02      7.90e-04    8.86e-04      2.99e-02    3.05e-02    1.9e-07
1730400      3.10e-02    3.29e-02      3.48e-04    5.54e-04      2.82e-02    2.97e-02    1.9e-07
1730500      3.70e-02    3.37e-02      4.17e-04    6.27e-04      3.36e-02    3.03e-02    1.9e-07
1730600      3.36e-02    3.38e-02      6.88e-04    5.98e-04      2.97e-02    3.04e-02    1.9e-07
1730700      3.62e-02    3.65e-02      9.34e-04    8.52e-04      3.19e-02    3.25e-02    1.9e-07
1730800      4.65e-02    3.30e-02      7.53e-04    6.91e-04      4.19e-02    2.96e-02    1.9e-07
1730900      4.19e-02    3.40e-02      5.92e-04    6.51e-04      3.79e-02    3.05e-02    1.9e-07
1731000      3.74e-02    3.54e-02      8.56e-04    3.85e-04      3.30e-02    3.23e-02    1.9e-07
1731100      3.28e-02    3.17e-02      4.91e-04    5.90e-04      2.95e-02    2.85e-02    1.9e-07
1731200      3.09e-02    3.35e-02      7.34e-04    5.16e-04      2.72e-02    3.04e-02    1.9e-07
1731300      3.72e-02    3.50e-02      7.10e-04    7.21e-04      3.34e-02    3.14e-02    1.9e-07
1731400      3.79e-02    3.54e-02      9.81e-04    6.82e-04      3.32e-02    3.18e-02    1.9e-07
1731500      3.13e-02    3.32e-02      8.10e-04    6.88e-04      2.73e-02    2.97e-02    1.9e-07
1731600      4.71e-02    3.44e-02      1.49e-03    6.51e-04      4.03e-02    3.09e-02    1.9e-07
1731700      3.13e-02    3.36e-02      4.99e-04    7.65e-04      2.82e-02    3.00e-02    1.9e-07
1731800      3.31e-02    3.35e-02      5.53e-04    5.65e-04      2.97e-02    3.02e-02    1.9e-07
1731900      3.22e-02    3.41e-02      6.01e-04    7.03e-04      2.87e-02    3.05e-02    1.9e-07
1732000      3.23e-02    3.44e-02      3.55e-04    6.14e-04      2.93e-02    3.10e-02    1.9e-07
1732100      3.91e-02    3.46e-02      4.18e-04    1.01e-03      3.54e-02    3.02e-02    1.9e-07
1732200      3.56e-02    3.43e-02      5.68e-04    6.40e-04      3.19e-02    3.09e-02    1.9e-07
1732300      3.18e-02    3.35e-02      5.64e-04    6.08e-04      2.87e-02    3.02e-02    1.9e-07
1732400      3.63e-02    3.41e-02      1.82e-04    5.98e-04      3.32e-02    3.08e-02    1.9e-07
1732500      3.77e-02    3.47e-02      1.10e-03    6.50e-04      3.30e-02    3.12e-02    1.9e-07
1732600      3.46e-02    3.27e-02      8.06e-04    3.48e-04      3.06e-02    2.98e-02    1.9e-07
1732700      4.04e-02    7.19e-02      9.65e-04    7.83e-04      3.56e-02    6.55e-02    1.9e-07
1732800      3.53e-02    3.47e-02      6.82e-04    7.84e-04      3.16e-02    3.09e-02    1.9e-07
1732900      3.08e-02    3.55e-02      1.07e-03    5.76e-04      2.60e-02    3.21e-02    1.9e-07
1733000      3.18e-02    3.52e-02      3.40e-04    5.19e-04      2.89e-02    3.19e-02    1.9e-07
1733100      3.80e-02    4.06e-02      9.45e-04    1.13e-03      3.34e-02    3.57e-02    1.9e-07
1733200      3.41e-02    3.42e-02      1.23e-03    1.10e-03      2.89e-02    2.96e-02    1.9e-07
1733300      2.99e-02    4.71e-02      4.00e-04    1.62e-03      2.71e-02    4.05e-02    1.9e-07
1733400      3.28e-02    3.40e-02      5.05e-04    6.85e-04      2.95e-02    3.05e-02    1.9e-07
1733500      3.05e-02    3.48e-02      3.49e-04    6.52e-04      2.77e-02    3.13e-02    1.9e-07
1733600      3.17e-02    3.31e-02      4.73e-04    6.47e-04      2.85e-02    2.98e-02    1.9e-07
1733700      3.60e-02    6.13e-02      6.00e-04    2.80e-03      3.23e-02    4.99e-02    1.9e-07
1733800      3.31e-02    3.40e-02      5.21e-04    3.37e-04      2.98e-02    3.10e-02    1.9e-07
1733900      3.43e-02    3.38e-02      3.90e-04    6.57e-04      3.12e-02    3.04e-02    1.9e-07
1734000      3.28e-02    3.43e-02      1.11e-03    6.30e-04      2.82e-02    3.09e-02    1.9e-07
1734100      3.52e-02    7.40e-02      4.23e-04    1.89e-03      3.20e-02    6.54e-02    1.9e-07
1734200      2.78e-02    6.20e-02      3.89e-04    2.49e-03      2.50e-02    5.15e-02    1.9e-07
1734300      2.90e-02    3.32e-02      2.97e-04    4.84e-04      2.64e-02    3.01e-02    1.9e-07
1734400      2.97e-02    7.26e-02      5.89e-04    9.53e-04      2.64e-02    6.59e-02    1.9e-07
1734500      3.51e-02    3.32e-02      4.81e-04    6.54e-04      3.17e-02    2.98e-02    1.9e-07
1734600      3.53e-02    3.47e-02      8.11e-04    6.84e-04      3.13e-02    3.12e-02    1.9e-07
1734700      2.74e-02    3.32e-02      1.60e-04    7.26e-04      2.51e-02    2.96e-02    1.9e-07
1734800      5.29e-02    3.59e-02      2.51e-03    1.85e-03      4.21e-02    2.79e-02    1.9e-07
1734900      3.27e-02    3.71e-02      4.80e-04    8.67e-04      2.96e-02    3.30e-02    1.9e-07
1735000      3.22e-02    3.35e-02      2.14e-04    3.67e-04      2.95e-02    3.05e-02    1.9e-07
1735100      3.44e-02    3.54e-02      5.76e-04    8.74e-04      3.08e-02    3.14e-02    1.9e-07
1735200      4.46e-02    3.45e-02      7.33e-04    1.02e-03      4.02e-02    3.02e-02    1.9e-07
1735300      3.32e-02    3.51e-02      6.71e-04    7.38e-04      2.93e-02    3.15e-02    1.9e-07
1735400      3.12e-02    3.68e-02      5.96e-04    5.97e-04      2.79e-02    3.33e-02    1.9e-07
1735500      3.15e-02    3.55e-02      4.75e-04    4.73e-04      2.82e-02    3.23e-02    1.9e-07
1735600      3.90e-02    3.50e-02      3.36e-04    6.42e-04      3.56e-02    3.15e-02    1.9e-07
1735700      3.10e-02    3.27e-02      3.76e-04    4.47e-04      2.83e-02    2.97e-02    1.9e-07
1735800      3.65e-02    3.26e-02      2.27e-04    5.86e-04      3.34e-02    2.94e-02    1.9e-07
1735900      2.72e-02    6.00e-02      2.93e-04    1.06e-03      2.48e-02    5.42e-02    1.9e-07
1736000      3.25e-02    4.80e-02      3.76e-04    1.01e-03      2.95e-02    4.30e-02    1.9e-07
1736100      3.12e-02    3.34e-02      2.11e-04    5.42e-04      2.85e-02    3.02e-02    1.9e-07
1736200      3.14e-02    3.20e-02      2.90e-04    6.42e-04      2.86e-02    2.88e-02    1.9e-07
1736300      3.72e-02    3.51e-02      4.97e-04    7.80e-04      3.36e-02    3.14e-02    1.9e-07
1736400      3.50e-02    5.54e-02      3.94e-04    8.43e-04      3.19e-02    5.03e-02    1.9e-07
1736500      3.16e-02    3.55e-02      4.78e-04    9.72e-04      2.85e-02    3.12e-02    1.9e-07
1736600      3.59e-02    3.25e-02      1.27e-03    5.00e-04      3.07e-02    2.95e-02    1.9e-07
1736700      3.24e-02    3.34e-02      5.29e-04    5.15e-04      2.90e-02    3.03e-02    1.9e-07
1736800      3.81e-02    3.31e-02      8.94e-04    5.98e-04      3.35e-02    2.98e-02    1.9e-07
1736900      3.06e-02    3.53e-02      2.79e-04    8.80e-04      2.79e-02    3.14e-02    1.9e-07
1737000      2.91e-02    3.25e-02      4.49e-04    7.14e-04      2.62e-02    2.91e-02    1.9e-07
1737100      3.48e-02    3.16e-02      6.52e-04    5.17e-04      3.13e-02    2.86e-02    1.9e-07
1737200      3.83e-02    5.54e-02      8.09e-04    1.65e-03      3.42e-02    4.84e-02    1.9e-07
1737300      3.57e-02    3.50e-02      3.17e-04    6.54e-04      3.26e-02    3.15e-02    1.9e-07
1737400      3.65e-02    3.51e-02      1.40e-04    5.31e-04      3.34e-02    3.19e-02    1.9e-07
1737500      3.16e-02    3.84e-02      5.19e-04    6.64e-04      2.84e-02    3.47e-02    1.9e-07
1737600      3.34e-02    3.53e-02      4.68e-04    6.58e-04      3.03e-02    3.18e-02    1.9e-07
1737700      3.24e-02    3.28e-02      1.00e-03    5.36e-04      2.75e-02    2.97e-02    1.9e-07
1737800      3.33e-02    3.58e-02      9.86e-04    8.39e-04      2.90e-02    3.19e-02    1.9e-07
1737900      3.27e-02    3.68e-02      2.45e-04    5.85e-04      2.99e-02    3.34e-02    1.9e-07
1738000      3.75e-02    4.96e-02      6.48e-04    1.28e-03      3.37e-02    4.39e-02    1.9e-07
1738100      2.77e-02    3.48e-02      4.38e-04    6.04e-04      2.49e-02    3.14e-02    1.9e-07
1738200      3.41e-02    3.14e-02      7.79e-04    4.72e-04      3.02e-02    2.85e-02    1.9e-07
1738300      3.33e-02    3.40e-02      4.48e-04    4.76e-04      3.02e-02    3.09e-02    1.9e-07
1738400      4.77e-02    3.22e-02      1.38e-03    4.71e-04      4.08e-02    2.92e-02    1.9e-07
1738500      3.23e-02    3.49e-02      4.73e-04    4.85e-04      2.93e-02    3.17e-02    1.9e-07
1738600      3.37e-02    3.09e-02      4.48e-04    6.29e-04      3.06e-02    2.77e-02    1.9e-07
1738700      3.42e-02    3.32e-02      5.26e-04    7.67e-04      3.10e-02    2.96e-02    1.9e-07
1738800      4.37e-02    3.36e-02      1.07e-03    6.09e-04      3.87e-02    3.04e-02    1.9e-07
1738900      3.77e-02    5.59e-02      1.11e-03    9.96e-04      3.29e-02    5.05e-02    1.9e-07
1739000      2.98e-02    3.56e-02      3.29e-04    8.58e-04      2.72e-02    3.17e-02    1.9e-07
1739100      3.89e-02    3.37e-02      5.15e-04    5.22e-04      3.51e-02    3.05e-02    1.9e-07
1739200      3.53e-02    3.37e-02      8.13e-04    7.60e-04      3.12e-02    3.01e-02    1.9e-07
1739300      3.25e-02    3.15e-02      2.00e-04    6.01e-04      2.98e-02    2.84e-02    1.9e-07
1739400      3.96e-02    1.48e-01      5.86e-04    3.36e-03      3.58e-02    1.32e-01    1.9e-07
1739500      3.62e-02    3.20e-02      6.14e-04    7.73e-04      3.23e-02    2.84e-02    1.9e-07
1739600      3.52e-02    3.41e-02      4.04e-04    8.61e-04      3.20e-02    3.02e-02    1.9e-07
1739700      3.09e-02    3.25e-02      4.70e-04    8.70e-04      2.79e-02    2.87e-02    1.9e-07
1739800      3.26e-02    3.42e-02      5.49e-04    1.02e-03      2.94e-02    2.99e-02    1.9e-07
1739900      3.28e-02    3.67e-02      5.65e-04    5.33e-04      2.91e-02    3.33e-02    1.9e-07
1740000      2.97e-02    3.56e-02      6.73e-04    7.37e-04      2.62e-02    3.20e-02    1.8e-07
1740100      3.98e-02    3.38e-02      7.58e-04    7.29e-04      3.56e-02    3.03e-02    1.8e-07
1740200      3.03e-02    3.52e-02      4.21e-04    7.65e-04      2.74e-02    3.16e-02    1.8e-07
1740300      3.28e-02    3.20e-02      3.83e-04    6.91e-04      2.99e-02    2.87e-02    1.8e-07
1740400      3.27e-02    3.43e-02      3.76e-04    8.58e-04      2.98e-02    3.05e-02    1.8e-07
1740500      3.47e-02    3.17e-02      5.34e-04    7.90e-04      3.14e-02    2.82e-02    1.8e-07
1740600      4.53e-02    3.34e-02      8.63e-04    7.18e-04      4.06e-02    3.00e-02    1.8e-07
1740700      3.24e-02    3.36e-02      1.04e-03    6.68e-04      2.79e-02    3.02e-02    1.8e-07
1740800      3.45e-02    3.47e-02      3.65e-04    8.07e-04      3.14e-02    3.10e-02    1.8e-07
1740900      3.74e-02    3.42e-02      9.07e-04    7.93e-04      3.31e-02    3.05e-02    1.8e-07
1741000      3.47e-02    3.78e-02      8.66e-04    8.39e-04      3.03e-02    3.39e-02    1.8e-07
1741100      3.47e-02    3.27e-02      3.40e-04    5.93e-04      3.17e-02    2.96e-02    1.8e-07
1741200      3.33e-02    3.18e-02      6.59e-04    4.84e-04      2.97e-02    2.89e-02    1.8e-07
1741300      3.70e-02    3.33e-02      5.20e-04    6.43e-04      3.32e-02    3.00e-02    1.8e-07
1741400      8.08e-02    3.52e-02      2.47e-04    8.26e-04      7.43e-02    3.14e-02    1.8e-07
1741500      3.19e-02    3.46e-02      4.40e-04    7.59e-04      2.90e-02    3.11e-02    1.8e-07
1741600      3.17e-02    3.45e-02      5.17e-04    6.09e-04      2.86e-02    3.12e-02    1.8e-07
1741700      3.53e-02    3.05e-02      6.75e-04    6.18e-04      3.16e-02    2.75e-02    1.8e-07
1741800      3.23e-02    4.52e-02      9.03e-04    3.49e-04      2.82e-02    4.15e-02    1.8e-07
1741900      3.07e-02    9.99e-02      4.98e-04    2.43e-03      2.78e-02    8.90e-02    1.8e-07
1742000      2.95e-02    3.52e-02      5.44e-04    7.26e-04      2.66e-02    3.17e-02    1.8e-07
1742100      3.34e-02    3.81e-02      5.17e-04    8.73e-04      3.03e-02    3.41e-02    1.8e-07
1742200      3.34e-02    3.44e-02      2.91e-04    1.09e-03      3.05e-02    3.00e-02    1.8e-07
1742300      3.60e-02    3.67e-02      2.69e-04    4.80e-04      3.30e-02    3.34e-02    1.8e-07
1742400      3.28e-02    3.53e-02      7.31e-04    1.12e-03      2.93e-02    3.07e-02    1.8e-07
